tmax,tmin,station,date
19.6,6.2,LA PLATA AERO,2018-10-06
20.1,5.5,LA QUIACA OBS.,2018-10-06
30,16,LA RIOJA AERO,2018-10-06
26.7,10.7,LABOULAYE AERO,2018-10-06
20.5,8.5,LAS FLORES AERO,2018-10-06
32.5,16.5,LAS LOMITAS,2018-10-06
25.2,2.3,MALARGUE AERO,2018-10-06
19.5,2,MAQUINCHAO,2018-10-06
19.7,2.1,MAR DEL PLATA AERO,2018-10-06
26,8,MARCOS JUAREZ AERO,2018-10-06
22,8.5,MARIANO MORENO AERO,2018-10-06
29.6,13.6,MENDOZA AERO,2018-10-06
28.5,12.1,MENDOZA OBSERVATORIO,2018-10-06
23,11,MERCEDES AERO (CTES),2018-10-06
22,9.5,MERLO AERO,2018-10-06
29.1,10.5,METAN,2018-10-06
23,12.4,MONTE CASEROS AERO,2018-10-06
21.5,11.1,MORON AERO,2018-10-06
25.8,5.6,NEUQUEN AERO,2018-10-06
24,10,NUEVE DE JULIO,2018-10-06
27.5,11.5,OBERA AERO,2018-10-06
20.5,5.5,OLAVARRIA AERO,2018-10-06
32.5,18.1,ORAN AERO,2018-10-06
23.6,13,PARANA AERO,2018-10-06
17.6,7.6,PASO DE INDIOS,2018-10-06
23.9,13,PASO DE LOS LIBRES AERO,2018-10-06
27.3,13.1,PCIA. ROQUE SAENZ PE�A AERO,2018-10-06
24.1,10.2,PEHUAJO AERO,2018-10-06
15.4,6.2,PERITO MORENO AERO,2018-10-06
22.5,7.1,PIGUE AERO,2018-10-06
30,12.9,PILAR OBS.,2018-10-06
27,13,POSADAS AERO,2018-10-06
19.8,4.8,PUERTO DESEADO AERO,2018-10-06
27.2,12.8,PUERTO MADRYN AERO,2018-10-06
18.6,6.4,PUNTA INDIO B.A.,2018-10-06
24.6,12,RAFAELA AERO,2018-10-06
25.1,14.3,RECONQUISTA AERO,2018-10-06
25.1,14.4,RESISTENCIA AERO,2018-10-06
27.6,11.6,RIO COLORADO,2018-10-06
27.6,13,RIO CUARTO AERO,2018-10-06
18.6,5,RIO GALLEGOS AERO,2018-10-06
9.5,3.9,RIO GRANDE B.A.,2018-10-06
32.5,,RIVADAVIA,2018-10-06
23.1,11.3,ROSARIO AERO,2018-10-06
25.8,8.5,SALTA AERO,2018-10-06
28.8,6.2,SAN ANTONIO OESTE AERO,2018-10-06
29.5,7,SAN CARLOS (MZA),2018-10-06
20.6,10,SAN FERNANDO,2018-10-06
31,10.5,SAN JUAN AERO,2018-10-06
21.9,6.7,SAN JULIAN AERO,2018-10-06
28,17.1,SAN LUIS AERO,2018-10-06
31,11,SAN MARTIN (MZA),2018-10-06
30.3,9.1,SAN RAFAEL AERO,2018-10-06
18.8,3,SANTA CRUZ AERO,2018-10-06
29.6,8.6,SANTA ROSA AERO,2018-10-06
27.6,,SANTA ROSA DE CONLARA AERO,2018-10-06
29.5,15.4,SANTIAGO DEL ESTERO AERO,2018-10-06
24,14.9,SAUCE VIEJO AERO,2018-10-06
26.3,11.6,SUNCHALES AERO,2018-10-06
20,0.2,TANDIL AERO,2018-10-06
30.2,17.8,TARTAGAL AERO,2018-10-06
28.5,15.8,TERMAS DE RIO HONDO AERO,2018-10-06
28.5,9,TINOGASTA,2018-10-06
27,12.6,TRELEW AERO,2018-10-06
25.7,8.6,TRENQUE LAUQUEN,2018-10-06
22.2,6.6,TRES ARROYOS,2018-10-06
29.7,13,TUCUMAN AERO,2018-10-06
11.5,4.1,USHUAIA AERO,2018-10-06
25.7,2.7,USPALLATA,2018-10-06
24,9.1,VENADO TUERTO,2018-10-06
31,9.5,VICTORICA,2018-10-06
26.5,8.6,VIEDMA AERO,2018-10-06
28.5,10.5,VILLA DOLORES AERO,2018-10-06
19,4,VILLA GESELL AERO,2018-10-06
28,9.3,VILLA MARIA DEL RIO SECO,2018-10-06
30.2,12.6,VILLA REYNOLDS AERO,2018-10-06
22.6,16,AEROPARQUE AERO,2018-10-07
24.6,9.8,AZUL AERO,2018-10-07
27.4,14.6,BAHIA BLANCA AERO,2018-10-07
11.9,5.3,BARILOCHE AERO,2018-10-07
-9.2,-16.5,BASE BELGRANO II,2018-10-07
3,-1.2,BASE CARLINI (EX JUBANY),2018-10-07
0.2,-4.2,BASE ESPERANZA,2018-10-07
-1,-8.7,BASE MARAMBIO,2018-10-07
-3,-8.4,BASE ORCADAS,2018-10-07
2,-5.8,BASE SAN MARTIN,2018-10-07
25.5,11.5,BENITO JUAREZ AERO,2018-10-07
22.7,14.6,BERNARDO DE IRIGOYEN AERO,2018-10-07
27.1,10.7,BOLIVAR AERO,2018-10-07
24.9,15.2,BUENOS AIRES,2018-10-07
25.8,10.9,CAMPO DE MAYO AERO,2018-10-07
35,19.6,CATAMARCA AERO,2018-10-07
30.3,11.1,CERES AERO,2018-10-07
31.9,15.4,CHAMICAL AERO,2018-10-07
15.4,3,CHAPELCO AERO,2018-10-07
31.5,16,CHEPES,2018-10-07
30.7,12,CHILECITO AERO,2018-10-07
28.9,10.9,CIPOLLETTI,2018-10-07
19.6,12,COMODORO RIVADAVIA AERO,2018-10-07
27.3,10.9,CONCORDIA AERO,2018-10-07
32,12.4,CORDOBA AERO,2018-10-07
32.1,15.3,CORDOBA OBSERVATORIO,2018-10-07
24.7,10.4,CORONEL PRINGLES AERO,2018-10-07
25.9,7.5,CORONEL SUAREZ AERO,2018-10-07
30.7,15,CORRIENTES AERO,2018-10-07
23.3,8.5,DOLORES AERO,2018-10-07
12.3,7.8,EL BOLSON AERO,2018-10-07
9.9,0.5,EL CALAFATE AERO,2018-10-07
25.5,13,EL PALOMAR AERO,2018-10-07
29,8.9,EL TREBOL,2018-10-07
14,4.1,ESQUEL AERO,2018-10-07
26.1,13.9,EZEIZA AERO,2018-10-07
28.6,17.2,FORMOSA AERO,2018-10-07
31.5,12.4,GENERAL PICO AERO,2018-10-07
14,4,GOBERNADOR GREGORES AERO,2018-10-07
26.6,10.9,GUALEGUAYCHU AERO,2018-10-07
22.3,16.8,IGUAZU AERO,2018-10-07
,,ITUZAINGO,2018-10-07
32.5,5.8,JACHAL,2018-10-07
31.1,14.6,JUJUY AERO,2018-10-07
28.5,12.2,JUJUY U N,2018-10-07
28.2,9.2,JUNIN AERO,2018-10-07
23,12.8,LA PLATA AERO,2018-10-07
20.2,4.3,LA QUIACA OBS.,2018-10-07
34,17,LA RIOJA AERO,2018-10-07
30.4,8.9,LABOULAYE AERO,2018-10-07
24.4,12.5,LAS FLORES AERO,2018-10-07
32,18.9,LAS LOMITAS,2018-10-07
27,6,MALARGUE AERO,2018-10-07
19,2.3,MAQUINCHAO,2018-10-07
24.8,12,MAR DEL PLATA AERO,2018-10-07
29.3,7.3,MARCOS JUAREZ AERO,2018-10-07
26.5,11,MARIANO MORENO AERO,2018-10-07
32,12.5,MENDOZA AERO,2018-10-07
29.9,12.5,MENDOZA OBSERVATORIO,2018-10-07
28,13.8,MERCEDES AERO (CTES),2018-10-07
25.7,11.3,MERLO AERO,2018-10-07
32.3,14,METAN,2018-10-07
28.5,13.5,MONTE CASEROS AERO,2018-10-07
25.4,12.9,MORON AERO,2018-10-07
28.7,9.4,NEUQUEN AERO,2018-10-07
27.6,11.3,NUEVE DE JULIO,2018-10-07
,,OBERA AERO,2018-10-07
24.6,8.7,OLAVARRIA AERO,2018-10-07
34.8,18,ORAN AERO,2018-10-07
28.4,9.2,PARANA AERO,2018-10-07
,,PASO DE INDIOS,2018-10-07
27.2,14.2,PASO DE LOS LIBRES AERO,2018-10-07
32.6,14.5,PCIA. ROQUE SAENZ PE�A AERO,2018-10-07
27.2,11.6,PEHUAJO AERO,2018-10-07
,4.9,PERITO MORENO AERO,2018-10-07
25.5,8.6,PIGUE AERO,2018-10-07
30.4,11,PILAR OBS.,2018-10-07
28,20.7,POSADAS AERO,2018-10-07
20,5.8,PUERTO DESEADO AERO,2018-10-07
25,7.8,PUERTO MADRYN AERO,2018-10-07
21.5,11.5,PUNTA INDIO B.A.,2018-10-07
28,8.5,RAFAELA AERO,2018-10-07
27.7,14.2,RECONQUISTA AERO,2018-10-07
30.4,13.4,RESISTENCIA AERO,2018-10-07
28.8,11.8,RIO COLORADO,2018-10-07
31,12,RIO CUARTO AERO,2018-10-07
12,2,RIO GALLEGOS AERO,2018-10-07
11,2.5,RIO GRANDE B.A.,2018-10-07
40,19.6,RIVADAVIA,2018-10-07
27.6,9,ROSARIO AERO,2018-10-07
27.7,10.3,SALTA AERO,2018-10-07
26,7.4,SAN ANTONIO OESTE AERO,2018-10-07
,,SAN CARLOS (MZA),2018-10-07
24.2,12.2,SAN FERNANDO,2018-10-07
35,10.3,SAN JUAN AERO,2018-10-07
15.5,4.4,SAN JULIAN AERO,2018-10-07
31.6,15,SAN LUIS AERO,2018-10-07
32.6,12.6,SAN MARTIN (MZA),2018-10-07
32.5,9.7,SAN RAFAEL AERO,2018-10-07
13.7,3.9,SANTA CRUZ AERO,2018-10-07
31.4,13.4,SANTA ROSA AERO,2018-10-07
31,,SANTA ROSA DE CONLARA AERO,2018-10-07
32,13.5,SANTIAGO DEL ESTERO AERO,2018-10-07
27.8,10.3,SAUCE VIEJO AERO,2018-10-07
29.4,8.9,SUNCHALES AERO,2018-10-07
24.5,4.8,TANDIL AERO,2018-10-07
34.8,21,TARTAGAL AERO,2018-10-07
,11,TERMAS DE RIO HONDO AERO,2018-10-07
32.5,10,TINOGASTA,2018-10-07
25,8.6,TRELEW AERO,2018-10-07
,,TRENQUE LAUQUEN,2018-10-07
27,12.8,TRES ARROYOS,2018-10-07
32.5,15.4,TUCUMAN AERO,2018-10-07
10,3.3,USHUAIA AERO,2018-10-07
27.2,5.4,USPALLATA,2018-10-07
29,9.5,VENADO TUERTO,2018-10-07
32.1,13.5,VICTORICA,2018-10-07
26.3,8,VIEDMA AERO,2018-10-07
32.4,12.3,VILLA DOLORES AERO,2018-10-07
24,11.5,VILLA GESELL AERO,2018-10-07
32,7,VILLA MARIA DEL RIO SECO,2018-10-07
33.7,8.8,VILLA REYNOLDS AERO,2018-10-07
26.6,19.4,AEROPARQUE AERO,2018-10-08
24.9,8.4,AZUL AERO,2018-10-08
21.4,12.7,BAHIA BLANCA AERO,2018-10-08
8.4,0.4,BARILOCHE AERO,2018-10-08
-7.1,-16.5,BASE BELGRANO II,2018-10-08
2.4,-2.3,BASE CARLINI (EX JUBANY),2018-10-08
-3.5,-8.7,BASE ESPERANZA,2018-10-08
-8.6,-10.6,BASE MARAMBIO,2018-10-08
-1,-3.9,BASE ORCADAS,2018-10-08
1.8,-6.5,BASE SAN MARTIN,2018-10-08
23.8,10.5,BENITO JUAREZ AERO,2018-10-08
23.5,17.3,BERNARDO DE IRIGOYEN AERO,2018-10-08
25.1,12.9,BOLIVAR AERO,2018-10-08
29.4,19.2,BUENOS AIRES,2018-10-08
29,16,CAMPO DE MAYO AERO,2018-10-08
39.4,17.2,CATAMARCA AERO,2018-10-08
35.5,15.6,CERES AERO,2018-10-08
37.6,15.4,CHAMICAL AERO,2018-10-08
11,2.8,CHAPELCO AERO,2018-10-08
35,16,CHEPES,2018-10-08
37,14.1,CHILECITO AERO,2018-10-08
23,14.6,CIPOLLETTI,2018-10-08
18.2,5.6,COMODORO RIVADAVIA AERO,2018-10-08
29.5,17.6,CONCORDIA AERO,2018-10-08
37.8,11.3,CORDOBA AERO,2018-10-08
38.4,18,CORDOBA OBSERVATORIO,2018-10-08
18.3,11.1,CORONEL PRINGLES AERO,2018-10-08
20.2,9.4,CORONEL SUAREZ AERO,2018-10-08
29.5,20.3,CORRIENTES AERO,2018-10-08
26.5,15,DOLORES AERO,2018-10-08
12.4,4,EL BOLSON AERO,2018-10-08
11.9,-2.6,EL CALAFATE AERO,2018-10-08
29.4,18,EL PALOMAR AERO,2018-10-08
,13,EL TREBOL,2018-10-08
,,ESC.AVIACION MILITAR AERO,2018-10-08
10.5,1.5,ESQUEL AERO,2018-10-08
29.5,17,EZEIZA AERO,2018-10-08
27.8,20.1,FORMOSA AERO,2018-10-08
25,14.5,GENERAL PICO AERO,2018-10-08
13,3,GOBERNADOR GREGORES AERO,2018-10-08
30.5,17,GUALEGUAYCHU AERO,2018-10-08
26.3,18.6,IGUAZU AERO,2018-10-08
30,18.5,ITUZAINGO,2018-10-08
,,JACHAL,2018-10-08
38.4,16.6,JUJUY AERO,2018-10-08
34.7,14,JUJUY U N,2018-10-08
31,11.6,JUNIN AERO,2018-10-08
28.2,14.6,LA PLATA AERO,2018-10-08
20,2.5,LA QUIACA OBS.,2018-10-08
38.4,19,LA RIOJA AERO,2018-10-08
31.5,12,LABOULAYE AERO,2018-10-08
26,13,LAS FLORES AERO,2018-10-08
38,22.5,LAS LOMITAS,2018-10-08
18.8,8,MALARGUE AERO,2018-10-08
15,6.7,MAQUINCHAO,2018-10-08
22.6,7.8,MAR DEL PLATA AERO,2018-10-08
34.6,10.6,MARCOS JUAREZ AERO,2018-10-08
29,15.4,MARIANO MORENO AERO,2018-10-08
29.5,18.5,MENDOZA AERO,2018-10-08
28.4,16,MENDOZA OBSERVATORIO,2018-10-08
31,19,MERCEDES AERO (CTES),2018-10-08
28.7,16.6,MERLO AERO,2018-10-08
,,METAN,2018-10-08
30.6,19.1,MONTE CASEROS AERO,2018-10-08
29,18.5,MORON AERO,2018-10-08
22.7,14,NEUQUEN AERO,2018-10-08
27.2,14,NUEVE DE JULIO,2018-10-08
27.4,18,OBERA AERO,2018-10-08
23.5,10.5,OLAVARRIA AERO,2018-10-08
40,18.6,ORAN AERO,2018-10-08
31.7,14.9,PARANA AERO,2018-10-08
16.4,4.4,PASO DE INDIOS,2018-10-08
31.3,18.9,PASO DE LOS LIBRES AERO,2018-10-08
34.5,19.5,PCIA. ROQUE SAENZ PE�A AERO,2018-10-08
25.3,14.8,PEHUAJO AERO,2018-10-08
11.5,0.5,PERITO MORENO AERO,2018-10-08
20.3,10.5,PIGUE AERO,2018-10-08
36.1,14.2,PILAR OBS.,2018-10-08
30,20.3,POSADAS AERO,2018-10-08
15,2.4,PUERTO DESEADO AERO,2018-10-08
23.4,12.2,PUERTO MADRYN AERO,2018-10-08
27,15.5,PUNTA INDIO B.A.,2018-10-08
34.3,14,RAFAELA AERO,2018-10-08
31.6,20,RECONQUISTA AERO,2018-10-08
30.4,20.4,RESISTENCIA AERO,2018-10-08
24.8,14.2,RIO COLORADO,2018-10-08
32.6,16.8,RIO CUARTO AERO,2018-10-08
14.8,2.5,RIO GALLEGOS AERO,2018-10-08
9.1,-1,RIO GRANDE B.A.,2018-10-08
40.5,23,RIVADAVIA,2018-10-08
31.7,14.4,ROSARIO AERO,2018-10-08
34.7,11.3,SALTA AERO,2018-10-08
25.3,12.2,SAN ANTONIO OESTE AERO,2018-10-08
27,,SAN CARLOS (MZA),2018-10-08
28.1,16.7,SAN FERNANDO,2018-10-08
33.6,18.4,SAN JUAN AERO,2018-10-08
17.9,0.3,SAN JULIAN AERO,2018-10-08
29.5,19.9,SAN LUIS AERO,2018-10-08
30.7,13.6,SAN MARTIN (MZA),2018-10-08
28,11.4,SAN RAFAEL AERO,2018-10-08
16.2,0.3,SANTA CRUZ AERO,2018-10-08
24.1,12.6,SANTA ROSA AERO,2018-10-08
,,SANTA ROSA DE CONLARA AERO,2018-10-08
38.8,15.7,SANTIAGO DEL ESTERO AERO,2018-10-08
33,16.6,SAUCE VIEJO AERO,2018-10-08
35.3,13.5,SUNCHALES AERO,2018-10-08
24,7.5,TANDIL AERO,2018-10-08
37.8,18.8,TARTAGAL AERO,2018-10-08
36.4,13.5,TERMAS DE RIO HONDO AERO,2018-10-08
36,2.5,TINOGASTA,2018-10-08
24,11.5,TRELEW AERO,2018-10-08
26,13,TRENQUE LAUQUEN,2018-10-08
21.5,12.7,TRES ARROYOS,2018-10-08
36.1,15.7,TUCUMAN AERO,2018-10-08
10.2,1.6,USHUAIA AERO,2018-10-08
18.8,8.5,USPALLATA,2018-10-08
32.9,11.5,VENADO TUERTO,2018-10-08
25.5,12.9,VICTORICA,2018-10-08
23.3,11.1,VIEDMA AERO,2018-10-08
33.8,16.3,VILLA DOLORES AERO,2018-10-08
25,11.5,VILLA GESELL AERO,2018-10-08
38.2,11.1,VILLA MARIA DEL RIO SECO,2018-10-08
31.1,16.5,VILLA REYNOLDS AERO,2018-10-08
26.5,17.6,AEROPARQUE AERO,2018-10-09
19.1,8.5,AZUL AERO,2018-10-09
18.5,8.3,BAHIA BLANCA AERO,2018-10-09
7.7,-0.2,BARILOCHE AERO,2018-10-09
-15.3,-23.9,BASE BELGRANO II,2018-10-09
0.9,-1.8,BASE CARLINI (EX JUBANY),2018-10-09
0.8,-8,BASE ESPERANZA,2018-10-09
-5,-12.6,BASE MARAMBIO,2018-10-09
5.5,-1.9,BASE ORCADAS,2018-10-09
1.4,-5.5,BASE SAN MARTIN,2018-10-09
16.1,6,BENITO JUAREZ AERO,2018-10-09
22,16.7,BERNARDO DE IRIGOYEN AERO,2018-10-09
19.9,9.4,BOLIVAR AERO,2018-10-09
26.7,15.3,BUENOS AIRES,2018-10-09
24.7,11.9,CAMPO DE MAYO AERO,2018-10-09
33.5,18.6,CATAMARCA AERO,2018-10-09
27.8,19,CERES AERO,2018-10-09
31.1,18,CHAMICAL AERO,2018-10-09
8,-0.7,CHAPELCO AERO,2018-10-09
31,15.5,CHEPES,2018-10-09
31,18.9,CHILECITO AERO,2018-10-09
16.3,7.2,CIPOLLETTI,2018-10-09
12.2,5.3,COMODORO RIVADAVIA AERO,2018-10-09
26.1,18,CONCORDIA AERO,2018-10-09
26,12.3,CORDOBA AERO,2018-10-09
26.4,16,CORDOBA OBSERVATORIO,2018-10-09
16.1,5.6,CORONEL PRINGLES AERO,2018-10-09
17.3,9.1,CORONEL SUAREZ AERO,2018-10-09
29,20.1,CORRIENTES AERO,2018-10-09
20.2,12.5,DOLORES AERO,2018-10-09
11.5,2,EL BOLSON AERO,2018-10-09
10.3,0,EL CALAFATE AERO,2018-10-09
24,12.5,EL PALOMAR AERO,2018-10-09
27.8,15.8,EL TREBOL,2018-10-09
,,ESC.AVIACION MILITAR AERO,2018-10-09
6.7,0.1,ESQUEL AERO,2018-10-09
24.4,12.5,EZEIZA AERO,2018-10-09
33.5,21.1,FORMOSA AERO,2018-10-09
22.5,7,GENERAL PICO AERO,2018-10-09
8.6,0,GOBERNADOR GREGORES AERO,2018-10-09
24.8,15.9,GUALEGUAYCHU AERO,2018-10-09
22.4,18.4,IGUAZU AERO,2018-10-09
30,18.6,ITUZAINGO,2018-10-09
37.3,19.5,JUJUY AERO,2018-10-09
35.2,15.4,JUJUY U N,2018-10-09
21.7,12.6,JUNIN AERO,2018-10-09
25.6,13.1,LA PLATA AERO,2018-10-09
21.9,4.8,LA QUIACA OBS.,2018-10-09
32.7,17.4,LA RIOJA AERO,2018-10-09
21.6,10.7,LABOULAYE AERO,2018-10-09
20.5,11,LAS FLORES AERO,2018-10-09
40,23,LAS LOMITAS,2018-10-09
20,2.2,MALARGUE AERO,2018-10-09
10.5,-0.2,MAQUINCHAO,2018-10-09
19.2,9,MAR DEL PLATA AERO,2018-10-09
25.5,10.5,MARCOS JUAREZ AERO,2018-10-09
26,10.5,MARIANO MORENO AERO,2018-10-09
23.7,14.2,MENDOZA AERO,2018-10-09
21,10.6,MENDOZA OBSERVATORIO,2018-10-09
27.5,,MERCEDES AERO (CTES),2018-10-09
25.1,13.9,MERLO AERO,2018-10-09
26.6,20.2,MONTE CASEROS AERO,2018-10-09
25.4,13.5,MORON AERO,2018-10-09
16.1,6.5,NEUQUEN AERO,2018-10-09
21.5,12.8,NUEVE DE JULIO,2018-10-09
29.5,19.2,OBERA AERO,2018-10-09
18.5,8.5,OLAVARRIA AERO,2018-10-09
40.2,22,ORAN AERO,2018-10-09
26,17.4,PARANA AERO,2018-10-09
11.4,3.1,PASO DE INDIOS,2018-10-09
26.6,21.7,PASO DE LOS LIBRES AERO,2018-10-09
31.7,21.1,PCIA. ROQUE SAENZ PE�A AERO,2018-10-09
19.9,10.2,PEHUAJO AERO,2018-10-09
11.3,1.9,PERITO MORENO AERO,2018-10-09
16.8,5,PIGUE AERO,2018-10-09
25.1,13.5,PILAR OBS.,2018-10-09
30.5,20.8,POSADAS AERO,2018-10-09
10,1.2,PUERTO DESEADO AERO,2018-10-09
16.4,5.6,PUERTO MADRYN AERO,2018-10-09
25.2,13,PUNTA INDIO B.A.,2018-10-09
25.6,16.1,RAFAELA AERO,2018-10-09
27.5,20.6,RECONQUISTA AERO,2018-10-09
27.9,20.8,RESISTENCIA AERO,2018-10-09
19.8,8.8,RIO COLORADO,2018-10-09
22,11.4,RIO CUARTO AERO,2018-10-09
9.2,1.1,RIO GALLEGOS AERO,2018-10-09
8.4,-0.5,RIO GRANDE B.A.,2018-10-09
,,RIVADAVIA,2018-10-09
25.1,15.5,ROSARIO AERO,2018-10-09
32.7,13.5,SALTA AERO,2018-10-09
20.6,6,SAN ANTONIO OESTE AERO,2018-10-09
21.5,4.5,SAN CARLOS (MZA),2018-10-09
24.9,16.1,SAN FERNANDO,2018-10-09
27.5,13.5,SAN JUAN AERO,2018-10-09
11.7,1.9,SAN JULIAN AERO,2018-10-09
22.6,14.1,SAN LUIS AERO,2018-10-09
22.2,12.2,SAN MARTIN (MZA),2018-10-09
19.6,5.6,SAN RAFAEL AERO,2018-10-09
9.4,1,SANTA CRUZ AERO,2018-10-09
19.6,10.5,SANTA ROSA AERO,2018-10-09
27.4,,SANTA ROSA DE CONLARA AERO,2018-10-09
32,19.7,SANTIAGO DEL ESTERO AERO,2018-10-09
27.5,19.8,SAUCE VIEJO AERO,2018-10-09
26.9,18.5,SUNCHALES AERO,2018-10-09
18.6,7.9,TANDIL AERO,2018-10-09
39.6,20.2,TARTAGAL AERO,2018-10-09
32.4,18.5,TERMAS DE RIO HONDO AERO,2018-10-09
33.5,14,TINOGASTA,2018-10-09
17.4,6.7,TRELEW AERO,2018-10-09
19.1,9.5,TRENQUE LAUQUEN,2018-10-09
,8.2,TRES ARROYOS,2018-10-09
30.5,21,TUCUMAN AERO,2018-10-09
6.8,2,USHUAIA AERO,2018-10-09
18,2.8,USPALLATA,2018-10-09
24.7,10.5,VENADO TUERTO,2018-10-09
19.6,8.5,VICTORICA,2018-10-09
17.2,5.9,VIEDMA AERO,2018-10-09
30.2,13.2,VILLA DOLORES AERO,2018-10-09
20,10,VILLA GESELL AERO,2018-10-09
28,18.1,VILLA MARIA DEL RIO SECO,2018-10-09
21.6,5.6,VILLA REYNOLDS AERO,2018-10-09
21,14.6,AEROPARQUE AERO,2018-10-10
16,1.5,AZUL AERO,2018-10-10
16.5,3,BAHIA BLANCA AERO,2018-10-10
13.6,-6.6,BARILOCHE AERO,2018-10-10
-3.2,-20.8,BASE BELGRANO II,2018-10-10
-1.3,-2.8,BASE CARLINI (EX JUBANY),2018-10-10
-0.8,-6.6,BASE ESPERANZA,2018-10-10
-5.3,-11.1,BASE MARAMBIO,2018-10-10
1.2,-3.5,BASE ORCADAS,2018-10-10
-1.8,-7.2,BASE SAN MARTIN,2018-10-10
14.7,0,BENITO JUAREZ AERO,2018-10-10
24.5,16.2,BERNARDO DE IRIGOYEN AERO,2018-10-10
17.6,0.4,BOLIVAR AERO,2018-10-10
22,11.8,BUENOS AIRES,2018-10-10
19.6,7.4,CAMPO DE MAYO AERO,2018-10-10
26,16.4,CATAMARCA AERO,2018-10-10
25.6,14.6,CERES AERO,2018-10-10
24.5,10.9,CHAMICAL AERO,2018-10-10
13.5,-4.8,CHAPELCO AERO,2018-10-10
23,11,CHEPES,2018-10-10
24.4,11.5,CHILECITO AERO,2018-10-10
17.7,2.5,CIPOLLETTI,2018-10-10
14.4,5.1,COMODORO RIVADAVIA AERO,2018-10-10
23.9,14.8,CONCORDIA AERO,2018-10-10
23.2,5.4,CORDOBA AERO,2018-10-10
24.1,10.2,CORDOBA OBSERVATORIO,2018-10-10
14.7,-0.1,CORONEL PRINGLES AERO,2018-10-10
18,1.3,CORONEL SUAREZ AERO,2018-10-10
24,21.2,CORRIENTES AERO,2018-10-10
16.7,7.8,DOLORES AERO,2018-10-10
14.3,-2.5,EL BOLSON AERO,2018-10-10
12.4,3.5,EL CALAFATE AERO,2018-10-10
20.4,7.5,EL PALOMAR AERO,2018-10-10
23.6,10,EL TREBOL,2018-10-10
,,ESC.AVIACION MILITAR AERO,2018-10-10
11.5,-1.4,ESQUEL AERO,2018-10-10
19.1,7,EZEIZA AERO,2018-10-10
26.1,20.3,FORMOSA AERO,2018-10-10
19.5,0.8,GENERAL PICO AERO,2018-10-10
15,-2.2,GOBERNADOR GREGORES AERO,2018-10-10
21.4,10.4,GUALEGUAYCHU AERO,2018-10-10
26.3,18.9,IGUAZU AERO,2018-10-10
25.5,19.2,ITUZAINGO,2018-10-10
27.1,16.8,JUJUY AERO,2018-10-10
25.2,16.3,JUJUY U N,2018-10-10
19.8,7.2,JUNIN AERO,2018-10-10
19.6,6,LA PLATA AERO,2018-10-10
21.4,6,LA QUIACA OBS.,2018-10-10
24.4,15.5,LA RIOJA AERO,2018-10-10
20.2,6.9,LABOULAYE AERO,2018-10-10
18,5,LAS FLORES AERO,2018-10-10
25.6,22,LAS LOMITAS,2018-10-10
12.2,-0.5,MALARGUE AERO,2018-10-10
12.5,-6,MAQUINCHAO,2018-10-10
14.6,1.8,MAR DEL PLATA AERO,2018-10-10
23.9,6,MARCOS JUAREZ AERO,2018-10-10
20.6,5.5,MARIANO MORENO AERO,2018-10-10
18.4,8.8,MENDOZA AERO,2018-10-10
17.2,6.2,MENDOZA OBSERVATORIO,2018-10-10
24.8,18.2,MERCEDES AERO (CTES),2018-10-10
19.8,9.2,MERLO AERO,2018-10-10
24.2,16.2,MONTE CASEROS AERO,2018-10-10
19.4,10.1,MORON AERO,2018-10-10
16.5,1.7,NEUQUEN AERO,2018-10-10
20,7.3,NUEVE DE JULIO,2018-10-10
25.5,17.5,OBERA AERO,2018-10-10
15.9,1,OLAVARRIA AERO,2018-10-10
28.5,17.8,ORAN AERO,2018-10-10
23.2,11.1,PARANA AERO,2018-10-10
12.9,1.3,PASO DE INDIOS,2018-10-10
24.6,18.8,PASO DE LOS LIBRES AERO,2018-10-10
25.5,20.5,PCIA. ROQUE SAENZ PE�A AERO,2018-10-10
18.6,5.3,PEHUAJO AERO,2018-10-10
13,3.2,PERITO MORENO AERO,2018-10-10
15,2.1,PIGUE AERO,2018-10-10
23,8.2,PILAR OBS.,2018-10-10
25.8,18.9,POSADAS AERO,2018-10-10
10.8,1.7,PUERTO DESEADO AERO,2018-10-10
15.4,2.6,PUERTO MADRYN AERO,2018-10-10
18.3,7.4,PUNTA INDIO B.A.,2018-10-10
24.3,8.8,RAFAELA AERO,2018-10-10
25.3,17.2,RECONQUISTA AERO,2018-10-10
25,21.2,RESISTENCIA AERO,2018-10-10
17.8,2.4,RIO COLORADO,2018-10-10
19.6,6.8,RIO CUARTO AERO,2018-10-10
13.5,2,RIO GALLEGOS AERO,2018-10-10
13.6,-2,RIO GRANDE B.A.,2018-10-10
32.8,18,RIVADAVIA,2018-10-10
23.5,9.7,ROSARIO AERO,2018-10-10
24.3,16.2,SALTA AERO,2018-10-10
15.4,1.5,SAN ANTONIO OESTE AERO,2018-10-10
17,5,SAN CARLOS (MZA),2018-10-10
19.7,7.8,SAN FERNANDO,2018-10-10
20.6,7.4,SAN JUAN AERO,2018-10-10
13.4,1.6,SAN JULIAN AERO,2018-10-10
20.5,8.7,SAN LUIS AERO,2018-10-10
19.6,7.6,SAN MARTIN (MZA),2018-10-10
17.4,0.9,SAN RAFAEL AERO,2018-10-10
15.2,1.5,SANTA CRUZ AERO,2018-10-10
18.5,6.4,SANTA ROSA AERO,2018-10-10
